356839.60171083,4948031.48918732,4
356840.48000707,4948031.0152594,4
356841.35830332,4948030.54133148,4
356842.23659957,4948030.06740357,4
356843.11489581,4948029.59347565,4
356843.99319206,4948029.11954773,4
356844.87148831,4948028.64561982,4
356845.74978456,4948028.1716919,4
356846.6280808,4948027.69776398,4
356847.50637705,4948027.22383606,4
356848.3846733,4948026.74990815,4
356849.26296954,4948026.27598023,4
356850.14126579,4948025.80205231,4
356851.01956204,4948025.3281244,4
356851.89785828,4948024.85419648,4
356852.77615453,4948024.38026856,4
356853.65445078,4948023.90634064,4
356854.53274703,4948023.43241273,4
356855.41104327,4948022.95848481,4
356856.28933952,4948022.48455689,4
356857.16763577,4948022.01062898,4
356858.04593201,4948021.53670106,4
356858.92422826,4948021.06277314,4
356859.80252451,4948020.58884523,4
356860.68082075,4948020.11491731,4
356861.559117,4948019.64098939,4
356862.43741325,4948019.16706147,4
356863.3157095,4948018.69313356,4
356864.19400574,4948018.21920564,4
356865.07230199,4948017.74527772,4
356865.95059824,4948017.2713498,4
356866.82889448,4948016.79742189,4
356867.70719073,4948016.32349397,4
356868.58548698,4948015.84956605,4
356869.46378322,4948015.37563814,4
356870.34207947,4948014.90171022,4
356871.22037572,4948014.4277823,4
356872.09867197,4948013.95385438,4
356872.97696821,4948013.47992647,4
356873.85526446,4948013.00599855,4
356874.73356071,4948012.53207063,4
356875.61185695,4948012.05814272,4
356876.4901532,4948011.5842148,4
356877.36844945,4948011.11028688,4
356878.24674569,4948010.63635897,4
356879.12504194,4948010.16243105,4
356880.00333819,4948009.68850313,4
356880.88163444,4948009.21457521,4
356881.75993068,4948008.7406473,4
356882.63822693,4948008.26671938,4
356883.51652318,4948007.79279146,4
356884.39481942,4948007.31886355,4
356885.27311567,4948006.84493563,4
356886.15141192,4948006.37100771,4
356887.02970816,4948005.89707979,4
356887.90800441,4948005.42315188,4
356888.78630066,4948004.94922396,4
356889.66459691,4948004.47529604,4
356890.54289315,4948004.00136813,4
356891.4211894,4948003.52744021,4
356892.29948565,4948003.05351229,4
356893.17778189,4948002.57958438,4
356894.05607814,4948002.10565646,4
356894.93437439,4948001.63172854,4
356895.81267063,4948001.15780062,4
356896.69096688,4948000.68387271,4
356897.56926313,4948000.20994479,4
356898.44755937,4947999.73601687,4
356899.32585562,4947999.26208896,4
356900.20415187,4947998.78816104,4
356901.08244812,4947998.31423312,4
356901.96074436,4947997.8403052,4
356902.83904061,4947997.36637729,4
356903.71733686,4947996.89244937,4
356904.5956331,4947996.41852145,4
356905.47392935,4947995.94459354,4
356906.3522256,4947995.47066562,4
356907.23052184,4947994.9967377,4
356908.10881809,4947994.52280978,4
356908.98711434,4947994.04888187,4
356909.86541059,4947993.57495395,4
356910.74370683,4947993.10102603,4
356911.62200308,4947992.62709812,4
356912.50029933,4947992.1531702,4
356913.37859557,4947991.67924228,4
356914.25689182,4947991.20531436,4
356915.13518807,4947990.73138645,4
356916.01348431,4947990.25745853,4
356916.89178056,4947989.78353061,4
356917.77007681,4947989.3096027,4
356918.64837306,4947988.83567478,4
356919.5266693,4947988.36174686,4
356920.40496555,4947987.88781894,4
356921.2832618,4947987.41389103,4
356922.16155804,4947986.93996311,4
356923.03985429,4947986.46603519,4
356923.91815054,4947985.99210728,4
356924.79644678,4947985.51817936,4
356925.67474303,4947985.04425144,4
356926.55303928,4947984.57032352,4
356927.43133553,4947984.09639561,4
356928.30963177,4947983.62246769,4
356929.18792802,4947983.14853977,4
356930.06622427,4947982.67461186,4
356930.94452051,4947982.20068394,4
356931.82281676,4947981.72675602,4
356932.70111301,4947981.25282811,4
356933.57940925,4947980.77890019,4
356934.4577055,4947980.30497227,4
356935.33600175,4947979.83104435,4
356936.214298,4947979.35711644,4
356937.09259424,4947978.88318852,4
356937.97089049,4947978.4092606,4
356938.84918674,4947977.93533269,4
356939.72748298,4947977.46140477,4
356940.60577923,4947976.98747685,4
356941.48407548,4947976.51354893,4
356942.36237172,4947976.03962102,4
356943.24066797,4947975.5656931,4
356944.11896422,4947975.09176518,4
356944.99726047,4947974.61783727,4
356945.87555671,4947974.14390935,4
356946.75385296,4947973.66998143,4
356947.63214921,4947973.19605351,4
356948.51044545,4947972.7221256,4
356949.3887417,4947972.24819768,4
356950.26703795,4947971.77426976,4
356951.14533419,4947971.30034185,4
356952.02363044,4947970.82641393,4
356952.90192669,4947970.35248601,4
356953.78022294,4947969.87855809,4
356954.65851918,4947969.40463018,4
356955.53681543,4947968.93070226,4
356956.41511168,4947968.45677434,4
356957.29340792,4947967.98284643,4
356958.17170417,4947967.50891851,4
356959.05000042,4947967.03499059,4
356959.92829666,4947966.56106267,4
356960.80659291,4947966.08713476,4
356961.68488916,4947965.61320684,4
